Time,Var2,Var3,Var4,Var5,Var6,Var7,LABEL
0.56035,-441.3074134,17485.01852,-17043.50081,-0.027346956,11.29954131,-10.51902052,0
0.5604,-817.7127926,17660.34708,-16846.09687,-0.264766469,11.41165628,-10.39386105,0
0.56045,-1192.065967,17833.56483,-16641.29836,-0.502033289,11.51986653,-10.26495083,0
0.5605,-1568.099001,17997.13895,-16432.38427,-0.739028137,11.62405094,-10.13229624,0
0.56055,-1941.201095,18156.68771,-16215.50677,-0.975696161,11.72426597,-9.995978977,0
0.5606,-2316.197227,18308.43164,-15995.25974,-1.211930755,11.82037519,-9.856019346,0
0.56065,-2687.654158,18453.96774,-15766.7391,-1.447663272,11.91245023,-9.71248849,0
0.5607,-3060.941345,18593.73746,-15535.3392,-1.682801005,12.00034801,-9.56542211,0
0.56075,-3430.362573,18725.0283,-15295.6336,-1.917261328,12.08414612,-9.414879964,0
0.5608,-3801.277414,18852.60146,-15053.27815,-2.150965147,12.16370468,-9.260913149,0
0.56085,-4168.262087,18969.53182,-14802.85334,-2.383817174,12.23909744,-9.103570669,0
0.5609,-4536.164088,19084.60679,-14549.76988,-2.615750303,12.31019783,-8.94291771,0
0.56095,-4900.289803,19187.1757,-14289.08671,-2.846659164,12.37706621,-8.778994419,0
0.561,-5264.572367,19289.38001,-14025.5429,-3.076485968,12.43959887,-8.611877711,0
0.56105,-5625.387724,19377.68826,-13755.04819,-3.305118734,12.49783444,-8.44160169,0
0.5611,-5985.484939,19466.59604,-13481.358,-3.532505695,12.55169998,-8.268251959,0
0.56115,-6342.506551,19540.82523,-13201.47956,-3.75853217,12.60120613,-8.0918599,0
0.5612,-6697.895381,19615.9822,-12918.00503,-3.983148942,12.64631625,-7.91251648,0
0.56125,-7050.609426,19676.36721,-12629.15092,-4.206242515,12.68700947,-7.730253742,0
0.5613,-7400.80751,19737.32096,-12336.29986,-4.427763002,12.723288,-7.545164827,0
0.56135,-7748.675362,19784.11839,-12038.86144,-4.647601534,12.75509908,-7.357285479,0
0.5614,-8093.235122,19830.45111,-11737.08156,-4.865704955,12.78248299,-7.166708299,0
